title,salary,company_name,company_rating,job_type
Engineering Manager - Machine Learning,Full-time,Robin AI,Nan,London
Lead Data Scientist,"Full-time
+1",CatchFish,Farnham,+1 location
Senior Machine Learning Engineer,Full-time,Reqiva Ltd,Hybrid remote in Cambridge,+3 locations
Audience Measurement - Senior Data Scientist,Full-time,Ipsos UK,2.5,London
Director of Data Science,"£45,000 - £60,000 a year",ComplyAdvantage,Nan,Hybrid remote in London
Analytics Manager,Full-time,Mediahub,Nan,London
Machine Learning Engineer for Audio Applications,Full-time,Telesemica Limited,Nan,Hybrid remote in Salisbury SP4
Machine Learning Lead (MLOps),Permanent,THG,3.1,Manchester
Simulation & Analytics Engineers – Applied Sciences Team,"£65,000 a year",Crux Product Design,4.5,Bristol BS4
Workplace Analytics Engineer,Permanent,Canonical,3.6,Remote in Douglas
Deep Learning Engineer,"£50,000 - £60,000 a year",Greyparrot,Nan,Remote
Sr Applied Data Scientist,"Full-time
+1",Aptos LLC,2.8,Remote in London
Machine Learning Engineer - Defence & National Security,Full-time,Faculty,Nan,Remote in London
Senior Data Engineer/Scientist,Weekend availability,DirectID,Nan,Remote in Edinburgh
Senior Designer,"£80,000 a year",Peak AI,5.0,Hybrid remote in Manchester
Managing Partner - Data Excellence,Permanent,GroupM,3.8,London
Applied Data Scientist,Full-time,dunnhumby,3.9,London
Head of Data & Analytics,Weekend availability,Ruebik,Nan,Hybrid remote in London SE1
Machine Learning Engineer,"£50,000 - £65,000 a year",causaLens,Nan,Hybrid remote in London W6
Senior Data Scientist,Full-time,CatchFish,Nan,London
Computer Vision Engineer,Full-time,Hexwired Recruitment,Nan,London
Research Intern in Science (Quantum Machine Learning),Permanent,InstaDeep,Nan,Hybrid remote in London W2
Senior Data Scientist,Full-time,Gram Games,Nan,London
Junior Data Engineer,"£40,000 - £45,000 a year",Give A Grad A Go,4.7,Hybrid remote in London W1W
Russian Speaking Machine Learning Specialist,"Full-time
+1",APS Resources,Remote in London,+2 locations
Senior Python Data/Machine Learning Engineer,"Monday to Friday
+1",Outliant & AirCrew,Nan,Remote
Lead Machine Learning Engineer,Up to £20 an hour,Sphinx,Nan,Remote
Junior Machine Learning Engineer,Full-time,PhysicsX,Nan,Hybrid remote in London
"Manager, Commercial Reporting & Analytics",Monday to Friday,Deliveroo,3.3,Hybrid remote in London
Insight Analytics Manager - Online,Full-time,Tesco,3.6,Hybrid remote in Welwyn Garden City AL7
"Machine Learning Engineer, Product","Full-time
+1",PhysicsX,Nan,Hybrid remote in London
Data Science Lead – Counter Terrorism Policing,Monday to Friday,Triumph Consultants Ltd,4.3,Manchester M40
CTO/Head of Data Science at Martee's,"£55,000 - £65,000 a year",Founders Factory,Nan,Hybrid remote in London
Machine Learning Engineer,"Full-time
+1",ASOS,2.9,Belfast
Global Head of Data Science - GroupM Nexus,"Monday to Friday
+1",GroupM Nexus,Nan,London
Head of Data & Analytics (Candidates Must Hold DV Level Security Clearance),"Up to £65,000 a year",Amber Labs,Nan,Remote in London
Research Scientist in Science (Quantum Machine Learning),Full-time,InstaDeep,Nan,Hybrid remote in London W2
AI Management Consultant,Monday to Friday,Deeper Insights,Nan,Hybrid remote in London W2
Machine Learning Researcher - 14517,Full-time,Skillsearch Limited,Nan,Cambridge
Lead Data Scientist,"From £23,500 a year",Rising Academies,Nan,Remote in London
Senior Machine Learning Researcher,Internship,The Audio Programmer,Nan,Hybrid remote in London
Analytics Engineer,Monday to Friday,"Essex Police, Fire and Crime Commissioner Fire and...",3.8,Hybrid remote in Witham
Lead Machine Learning Engineer,Full-time,See Change,Nan,Hybrid remote in Manchester M1
Senior Data Scientist: NLP,Monday to Friday,Clarity AI,Nan,Remote in London
"Senior Machine Learning Engineer, Product",Full-time,PhysicsX,Nan,Hybrid remote in London
"Online Course Instructor - Machine Learning / Data Engineering (Part-Time, Contract)","£25,000 a year",DataCamp,Nan,Remote in London
Data Science Consultant - AI & Analytics,"Full-time
+1",Frazer-Nash Consultancy,3.3,Hybrid remote in Leatherhead KT22
Senior Data Scientist (Fintech / Proptech / AVM),Monday to Friday,Zoopla,4.0,London SE1
Machine Learning Engineer,Full-time,Octopus Energy,3.7,Hybrid remote in London
Data Science Manager,Full-time,Sia Partners,3.7,London EC1A
Machine Learning Engineer,"£75,000 - £90,000 a year",PhysicsX,Nan,Hybrid remote in London
Senior Machine Learning Engineer,Full-time,Rasa,Nan,Remote
Software / AI / Machine Learning Engineer - Hybrid,"£40,000 - £85,000 a year",CV Screen,Nan,Hybrid remote in Cheltenham
Director of AI Engineering & Data Science,"Full-time
+1",Canopy,Nan,London
Machine Learning Engineer,"Monday to Friday
+1",Faculty,Nan,Remote in Bristol
Machine Learning (ML) Engineer,"£50,000 - £80,000 a year",Source Bioscience,3.1,Remote in London EC1R
"Machine Learning Engineer, NLP, Biotech",Full-time,Richard Wheeler Associates,Nan,Hybrid remote in London W2
Senior Machine Learning Engineer,Fixed term contract,PhysicsX,Nan,Hybrid remote in London
Machine Learning Engineer,Monday to Friday,Hexwired Recruitment,Nan,London
Lead Data Scientist,Full-time,Confused.com,3.0,Hybrid remote in Cardiff
"Director, Data Science, Player Sciences & Strategy",Monday to Friday,2K,3.5,London
"Director, Investigative Data Analytics",Full-time,J.S. Held,Nan,London W1T
Graduate Data Engineer,"£75,000 a year",Give A Grad A Go,4.7,Hybrid remote in London W1W
Machine Learning Engineer,Permanent,Zest Scientific,Nan,Remote
Senior ML Engineer (Search & Recommendation),Full-time,Tesco,3.6,Hybrid remote in London
Machine Learning Scientist II (Computer Vision),Weekend availability,Tripadvisor,3.9,Remote in London
Research Machine Learning Engineer (Hybrid),"From £2,000 a month",Bigtincan,4.3,Glasgow
Junior Machine Learning Engineer,"Full-time
+5",Rebellion,Nan,Hybrid remote in Oxford
"Principal AI Scientist, NLP, LLMs","Monday to Friday
+1",Richard Wheeler Associates,Nan,Hybrid remote in London
Data and Analytics Product Manager,"From £25,190 a year",THE ROOM,Nan,Remote in London
Lead Technical Programme Manager (Data & Analytics),"Full-time
+2",Tesco,3.6,Hybrid remote in Welwyn Garden City
"Online Course Instructor - Analytics & Data Science (Part-Time, Contract)","Monday to Friday
+3",DataCamp,Nan,Remote in London
Lead Machine Learning Engineer,"Full-time
+3",Octopus Energy,3.7,Hybrid remote in London
"Customer Support Engineer, Machine Learning - EMEA (Remote)",Monday to Friday,Weights & Biases,Nan,Remote in London
Head of Commercial Analytics,"From £32,000 a year",Focus Group,3.5,Hybrid remote in Luton
Senior Director of Product - Machine Learning,"Full-time
+1",Onfido,4.0,Remote
Machine Learning Engineer,"Monday to Friday
+1",Crimtan,Nan,Hybrid remote in Cardiff
Machine Learning Algorithm Developer,£700 - £735 a day,Cirrus Selection,5.0,Stevenage
Machine Learning Engineer,Temporary contract,Rebellion,Nan,Hybrid remote in Oxford
NLP Engineer,Monday to Friday,CatchFish,Nan,Frimley
Principal Data Scientist - Group Lead,"£75,000 - £100,000 a year",Owlstone Medical,Nan,Hybrid remote in Cambridge
Machine Learning Operations Engineer,Full-time,Dendra Systems,Nan,Remote
"Machine Learning Engineer, Customer Success - German Speaking","Monday to Friday
+1",Weights & Biases,Nan,Remote in London
Analytics Lead,"£40,000 - £60,000 a year",BridgeU,Nan,London
"Software Engineer, Data Science Engineering UK","Full-time
+1",ironSource,Nan,Remote
Senior/Principal Analyst – Artificial Intelligence,Monday to Friday,ABI Research,Nan,Remote in London SE1
Senior Machine Learning Engineer,Volunteer,Faculty,Nan,Remote in Bristol
Senior Machine Learning Engineer,Flexitime,Adarga,Nan,London SE1
Senior Machine Learning Ops Engineer,Permanent,Pink Worm Recruitment,Nan,Hybrid remote in London
EMX | Analytics Associate Director,Full-time,EssenceMediacom,Nan,London
Senior Data Science Engineer,"£12,000 - £14,000 a month",Twenty First Group,Nan,London
Senior C++ Developer - Big Data,Full-time,Hexwired Recruitment,Nan,Remote in London
Machine Learning Engineer - London,Permanent,Energy Aspects Ltd,3.7,London
Senior Engineer - Backend & Machine Learning,Monday to Friday,MessageBird,Nan,Remote
Director of Engineering - Analytics Insight Group,Full-time,General System,Nan,London
Principal Data Scientist - Group Lead,"£30,000 - £35,000 a year",Owlstone Medical,Nan,Hybrid remote in Cambridge
"Machine Learning Engineer, Customer Success - German Speaking",Full-time,Weights & Biases,Nan,Remote in London
Analytics Lead,Monday to Friday,BridgeU,Nan,London
"Software Engineer, Data Science Engineering UK",Full-time,ironSource,Nan,Remote
Senior/Principal Analyst – Artificial Intelligence,Full-time,ABI Research,Nan,Remote in London SE1
Senior Machine Learning Engineer,Permanent,Faculty,Nan,Remote in Bristol
Senior Machine Learning Engineer,Full-time,Adarga,Nan,London SE1
Senior Machine Learning Ops Engineer,"From £20,500 a year",Pink Worm Recruitment,Nan,Hybrid remote in London
EMX | Analytics Associate Director,Fixed term contract,EssenceMediacom,Nan,London
Senior Data Science Engineer,Monday to Friday,Twenty First Group,Nan,London
Senior Engineer - Backend & Machine Learning,"Up to £65,000 a year",MessageBird,Nan,Remote
Machine Learning Engineer - London,Full-time,Energy Aspects Ltd,3.7,London
Director of Engineering - Analytics Insight Group,"£60,000 - £75,000 a year",General System,Nan,London
Senior C++ Developer - Big Data,"Up to £65,000 a year",Hexwired Recruitment,Nan,Remote in London
Principal Data Scientist - Group Lead,"Full-time
+1",Owlstone Medical,Nan,Hybrid remote in Cambridge
"Machine Learning Engineer, Customer Success - German Speaking","£40,000 - £65,000 a year",Weights & Biases,Nan,Remote in London
Analytics Lead,Full-time,BridgeU,Nan,London
"Software Engineer, Data Science Engineering UK",Monday to Friday,ironSource,Nan,Remote
Senior/Principal Analyst – Artificial Intelligence,"Full-time
+1",ABI Research,Nan,Remote in London SE1
Senior Machine Learning Engineer,£9.19 - £10.27 an hour,Faculty,Nan,Remote in Bristol
Senior Machine Learning Engineer,Volunteer,Adarga,Nan,London SE1
Senior Machine Learning Ops Engineer,Flexitime,Pink Worm Recruitment,Nan,Hybrid remote in London
Senior Data Science Engineer,Permanent,Twenty First Group,Nan,London
Senior Engineer - Backend & Machine Learning,"£39,000 a year",MessageBird,Nan,Remote
Director of Engineering - Analytics Insight Group,Monday to Friday,General System,Nan,London
Senior C++ Developer - Big Data,"£75,000 - £120,000 a year",Hexwired Recruitment,Nan,Remote in London
Principal Data Scientist - Group Lead,Full-time,Owlstone Medical,Nan,Hybrid remote in Cambridge
Machine Learning Operations Engineer,"£45,000 - £60,000 a year",Dendra Systems,Nan,Remote
"Machine Learning Engineer, Customer Success - German Speaking","Full-time
+1",Weights & Biases,Nan,Remote in London
Analytics Lead,"Monday to Friday
+1",BridgeU,Nan,London
"Software Engineer, Data Science Engineering UK","£55,000 - £75,000 a year",ironSource,Nan,Remote
Senior Machine Learning Engineer,Every weekend,Faculty,Nan,Remote in Bristol
Senior Machine Learning Engineer,"£30,000 - £60,000 a year",Adarga,Nan,London SE1
Senior Machine Learning Ops Engineer,Full-time,Pink Worm Recruitment,Nan,Hybrid remote in London
EMX | Analytics Associate Director,Overtime,EssenceMediacom,Nan,London
Senior Data Science Engineer,Full-time,Twenty First Group,Nan,London
Senior Engineer - Backend & Machine Learning,Full-time,MessageBird,Nan,Remote
Director of Engineering - Analytics Insight Group,Freelance,General System,Nan,London
Machine Learning Operations Engineer,"Full-time
+1",Dendra Systems,Nan,Remote
"Machine Learning Engineer, Customer Success - German Speaking","From £45,000 a year",Weights & Biases,Nan,Remote in London
Analytics Lead,"Full-time
+1",BridgeU,Nan,London
"Software Engineer, Data Science Engineering UK","Monday to Friday
+3",ironSource,Nan,Remote
Senior/Principal Analyst – Artificial Intelligence,Internship,ABI Research,Nan,Remote in London SE1
EMX | Analytics Associate Director,"Up to £90,000 a year",EssenceMediacom,Nan,London
Senior Data Science Engineer,"Full-time
+1",Twenty First Group,Nan,London
Senior Engineer - Backend & Machine Learning,"£50,000 - £70,000 a year",MessageBird,Nan,Remote
Machine Learning Engineer - London,"Full-time
+1",Energy Aspects Ltd,3.7,London
Director of Engineering - Analytics Insight Group,"Monday to Friday
+1",General System,Nan,London
NLP Engineer,"£60,000 - £100,000 a year",CatchFish,Nan,Frimley
Machine Learning Engineer,"Full-time
+2",Rebellion,Nan,Hybrid remote in Oxford
Senior/Principal Analyst – Artificial Intelligence,"Monday to Friday
+2",ABI Research,Nan,Remote in London SE1
Machine Learning Operations Engineer,"Fixed term contract
+1",Dendra Systems,Nan,Remote
"Machine Learning Engineer, Customer Success - German Speaking","£120,000 - £150,000 a year",Weights & Biases,Nan,Remote in London
Senior Machine Learning Engineer,"£75,000 - £100,000 a year",Faculty,Nan,Remote in Bristol
Senior Machine Learning Engineer,"£50,000 - £100,000 a year",Adarga,Nan,London SE1
EMX | Analytics Associate Director,Permanent,EssenceMediacom,Nan,London
Senior C++ Developer - Big Data,"£55,000 - £60,000 a year",Hexwired Recruitment,Nan,Remote in London
Machine Learning Engineer - London,"Monday to Friday
+1",Energy Aspects Ltd,3.7,London
NLP Engineer,Full-time,CatchFish,Nan,Frimley
Machine Learning Engineer,"Full-time
+1",Rebellion,Nan,Hybrid remote in Oxford
Senior/Principal Analyst – Artificial Intelligence,"£100,000 - £120,000 a year",ABI Research,Nan,Remote in London SE1
Senior Machine Learning Engineer,"£60,000 - £75,000 a year",Faculty,Nan,Remote in Bristol
Senior Machine Learning Engineer,"£80,000 a year",Adarga,Nan,London SE1
EMX | Analytics Associate Director,Internship,EssenceMediacom,Nan,London
Senior Engineer - Backend & Machine Learning,"£30,000 - £35,000 a year",MessageBird,Nan,Remote
Director of Engineering - Analytics Insight Group,£15 - £17 an hour,General System,Nan,London
Senior Data Science Engineer,Part-time,Twenty First Group,Nan,London
Machine Learning Engineer,"£65,000 - £70,000 a year",Rebellion,Nan,Hybrid remote in Oxford
Machine Learning Operations Engineer,Monday to Friday,Dendra Systems,Nan,Remote
"Machine Learning Engineer, Customer Success - German Speaking",Weekend availability,Weights & Biases,Nan,Remote in London
Senior Machine Learning Engineer,Full-time,Faculty,Nan,Remote in Bristol
Senior Machine Learning Engineer,Weekend availability,Adarga,Nan,London SE1
Senior Machine Learning Ops Engineer,Up to £569 a day,Pink Worm Recruitment,Nan,Hybrid remote in London
Senior C++ Developer - Big Data,"Full-time
+1",Hexwired Recruitment,Nan,Remote in London
Director of Engineering - Analytics Insight Group,"£60,000 a year",General System,Nan,London
NLP Engineer,"Up to £80,000 a year",CatchFish,Nan,Frimley
Machine Learning Engineer,Full-time,Rebellion,Nan,Hybrid remote in Oxford
Analytics Lead,"£45,495 - £50,508 a year",BridgeU,Nan,London
Senior Machine Learning Engineer,"Monday to Friday
+1",Faculty,Nan,Remote in Bristol
Senior C++ Developer - Big Data,Weekend availability,Hexwired Recruitment,Nan,Remote in London
Senior Engineer - Backend & Machine Learning,Part-time,MessageBird,Nan,Remote
Machine Learning Engineer - London,"£42,000 - £57,000 a year",Energy Aspects Ltd,3.7,London
Machine Learning Operations Engineer,Weekend availability,Dendra Systems,Nan,Remote
"Machine Learning Engineer, Customer Success - German Speaking","£60,000 - £75,000 a year",Weights & Biases,Nan,Remote in London
Senior Machine Learning Engineer,"£100,000 - £130,000 a year",Adarga,Nan,London SE1
Senior Engineer - Backend & Machine Learning,"£85,000 - £105,000 a year",MessageBird,Nan,Remote
NLP Engineer,Weekend availability,CatchFish,Nan,Frimley
Machine Learning Engineer,"£100,000 a year",Rebellion,Nan,Hybrid remote in Oxford
Senior/Principal Analyst – Artificial Intelligence,Permanent,ABI Research,Nan,Remote in London SE1
"Machine Learning Engineer, Customer Success - German Speaking","£30,000 - £35,000 a year",Weights & Biases,Nan,Remote in London
Senior Machine Learning Engineer,"£50,000 a year",Adarga,Nan,London SE1
Senior C++ Developer - Big Data,"£85,000 - £105,000 a year",Hexwired Recruitment,Nan,Remote in London
Senior Engineer - Backend & Machine Learning,"Full-time
+1",MessageBird,Nan,Remote
Machine Learning Engineer - London,Monday to Friday,Energy Aspects Ltd,3.7,London
Director of Engineering - Analytics Insight Group,Part-time,General System,Nan,London
Machine Learning Engineer,"£90,000 - £100,000 a year",Rebellion,Nan,Hybrid remote in Oxford
Analytics Lead,"£45,000 - £60,000 a year",BridgeU,Nan,London
Senior Machine Learning Engineer,Monday to Friday,Faculty,Nan,Remote in Bristol
Senior Machine Learning Engineer,"£35,000 - £55,000 a year",Adarga,Nan,London SE1
Senior C++ Developer - Big Data,"£70,000 - £100,000 a year",Hexwired Recruitment,Nan,Remote in London
Senior/Principal Analyst – Artificial Intelligence,"£100,000 - £135,000 a year",ABI Research,Nan,Remote in London SE1
Senior Machine Learning Engineer,Permanent,Adarga,Nan,London SE1
Senior C++ Developer - Big Data,Permanent,Hexwired Recruitment,Nan,Remote in London
Senior Engineer - Backend & Machine Learning,"£70,000 - £100,000 a year",MessageBird,Nan,Remote
Machine Learning Operations Engineer,"£100,000 - £135,000 a year",Dendra Systems,Nan,Remote
"Machine Learning Engineer, Customer Success - German Speaking",Monday to Friday,Weights & Biases,Nan,Remote in London
Senior Machine Learning Engineer,"Full-time
+1",Faculty,Nan,Remote in Bristol
Machine Learning Engineer - London,"£70,000 - £100,000 a year",Energy Aspects Ltd,3.7,London
Analytics Lead,"£100,000 - £135,000 a year",BridgeU,Nan,London
Senior Machine Learning Engineer,"Full-time
+1",Adarga,Nan,London SE1
Director of Engineering - Analytics Insight Group,"£70,000 - £100,000 a year",General System,Nan,London
"Machine Learning Engineer, Customer Success - German Speaking","£100,000 - £135,000 a year",Weights & Biases,Nan,Remote in London
Senior Machine Learning Engineer,Monday to Friday,Adarga,Nan,London SE1
Senior Machine Learning Ops Engineer,"Full-time
+1",Pink Worm Recruitment,Nan,Hybrid remote in London
Senior Data Science Engineer,"£70,000 - £100,000 a year",Twenty First Group,Nan,London
Senior Machine Learning Engineer,"£100,000 - £135,000 a year",Faculty,Nan,Remote in Bristol
Senior Machine Learning Ops Engineer,Monday to Friday,Pink Worm Recruitment,Nan,Hybrid remote in London
EMX | Analytics Associate Director,"Full-time
+1",EssenceMediacom,Nan,London
NLP Engineer,"£70,000 - £100,000 a year",CatchFish,Nan,Frimley
Senior Machine Learning Engineer,"£100,000 - £135,000 a year",Adarga,Nan,London SE1
EMX | Analytics Associate Director,Monday to Friday,EssenceMediacom,Nan,London
Senior Engineer - Backend & Machine Learning,Permanent,MessageBird,Nan,Remote
Machine Learning Engineer,"£70,000 - £100,000 a year",Rebellion,Nan,Hybrid remote in Oxford
Senior Machine Learning Ops Engineer,"£100,000 - £135,000 a year",Pink Worm Recruitment,Nan,Hybrid remote in London
Senior C++ Developer - Big Data,Monday to Friday,Hexwired Recruitment,Nan,Remote in London
Senior/Principal Analyst – Artificial Intelligence,"£70,000 - £100,000 a year",ABI Research,Nan,Remote in London SE1
EMX | Analytics Associate Director,"£100,000 - £135,000 a year",EssenceMediacom,Nan,London
Director of Engineering - Analytics Insight Group,Permanent,General System,Nan,London
Machine Learning Operations Engineer,"£70,000 - £100,000 a year",Dendra Systems,Nan,Remote
Senior C++ Developer - Big Data,"£100,000 - £135,000 a year",Hexwired Recruitment,Nan,Remote in London
Director of Engineering - Analytics Insight Group,"Full-time
+1",General System,Nan,London
Analytics Lead,"£70,000 - £100,000 a year",BridgeU,Nan,London
Senior Engineer - Backend & Machine Learning,"£100,000 - £135,000 a year",MessageBird,Nan,Remote
NLP Engineer,Permanent,CatchFish,Nan,Frimley
"Machine Learning Engineer, Customer Success - German Speaking","£70,000 - £100,000 a year",Weights & Biases,Nan,Remote in London
Machine Learning Engineer - London,"£100,000 - £135,000 a year",Energy Aspects Ltd,3.7,London
NLP Engineer,"Full-time
+1",CatchFish,Nan,Frimley
Machine Learning Engineer,Permanent,Rebellion,Nan,Hybrid remote in Oxford
Senior Machine Learning Engineer,"£70,000 - £100,000 a year",Faculty,Nan,Remote in Bristol
Director of Engineering - Analytics Insight Group,"£100,000 - £135,000 a year",General System,Nan,London
Senior Machine Learning Engineer,"£70,000 - £100,000 a year",Adarga,Nan,London SE1
Senior Data Science Engineer,"£100,000 - £135,000 a year",Twenty First Group,Nan,London
Machine Learning Engineer,Monday to Friday,Rebellion,Nan,Hybrid remote in Oxford
Machine Learning Operations Engineer,Permanent,Dendra Systems,Nan,Remote
Senior Machine Learning Ops Engineer,"£70,000 - £100,000 a year",Pink Worm Recruitment,Nan,Hybrid remote in London
NLP Engineer,"£100,000 - £135,000 a year",CatchFish,Nan,Frimley
Analytics Lead,Permanent,BridgeU,Nan,London
EMX | Analytics Associate Director,"£70,000 - £100,000 a year",EssenceMediacom,Nan,London
Machine Learning Engineer,"£100,000 - £135,000 a year",Rebellion,Nan,Hybrid remote in Oxford
"Machine Learning Engineer, Customer Success - German Speaking",Permanent,Weights & Biases,Nan,Remote in London
"Software Engineer, Data Science Engineering UK",Permanent,ironSource,Nan,Remote
"Software Engineer, Data Science Engineering UK","£100,000 - £135,000 a year",ironSource,Nan,Remote
"Software Engineer, Data Science Engineering UK","£70,000 - £100,000 a year",ironSource,Nan,Remote
